product_id,sku,name,description,features,material,length_mm,dimensions,capacity,weight_kg,corrosion_resistant,uom,country_of_manufacture,category_id,timestamp,processed_timestamp
DB1234,DB1234,Light Duty Pocket Door Slide DB1234,"The easy to install DB1234 light duty pocket door slide This light duty pocket door slide is a popular choice because of how easy it is to install. The DB1234 can be horizontally or vertically mounted, creating slide and pivot doors concealed from view and keeping them out of the way, providing a sleek and elegant façade. Perfect for residential cabinetry, kitchens and campervan furniture fittings, this slide is installed in three easy steps, making it simple and straightforward yet highly effective. The DB1234 slide does not come with hinges for mounting; these are sold separately. To decide which hinges to use please refer to the hinge recommendations in the product installation guide. Fixing recommendation: 4mm wood screw (supplied) / 6mm Euro screw.",DB - Electro zinc plate and black passivate Max door dimensions of 1100mm high x 610mm wide Wood thicknesses should be 16mm & 32mm. Temperature Range Between -20º & 70º C Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section. Used in industrial & furniture,,,"{'length_mm': [4.0, 6.0, 1100.0, 610.0, 16.0, 32.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Kit,,18.0,2025-11-17 09:32:36.079721,2025-11-17T09:40:42.470026
DB1234-0035-2,DB1234-0035-2,Pocket Door Slide Light Duty 350mm DB1234-0035-2,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.079752,2025-11-17T09:40:42.470026
DB1234-0040-2,DB1234-0040-2,Pocket Door Slide Light Duty 400mm DB1234-0040-2,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.079780,2025-11-17T09:40:42.470026
DB1234-0045-2,DB1234-0045-2,Pocket Door Slide Light Duty 450mm DB1234-0045-2,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.079807,2025-11-17T09:40:42.470026
DB1234-0050-2,DB1234-0050-2,Pocket Door Slide Light Duty 500mm DB1234-0050-2,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.079836,2025-11-17T09:40:42.470026
DB1234-0055-2,DB1234-0055-2,Pocket Door Slide Light Duty 550mm DB1234-0055-2,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.079863,2025-11-17T09:40:42.470026
DB1234-0060-2,DB1234-0060-2,Pocket Door Slide Light Duty 600mm DB1234-0060-2,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.079891,2025-11-17T09:40:42.470026
DB1321,DB1321,Pocket Door Slide for Full Overlay DB1321,"The pocket door slide recommended for full overlay and inset doors Revive your home cabinets and transform your wardrobes with this full overlay pocket door slide. As the only Accuride pocket door slide to allow for full overlay doors, this slide is a popular choice for customers looking to install full overlay cabinets which will hide the hinges and face frame of a cabinet. The DB1321 is designed with an auto-open mechanism that pushes doors open the last 32mm of travel, providing a surprising amount of ease and convenience to your hardware. Space-saving and maintenance-free, this telescopic sliding system can be used for vertical mounting only. This pocket door slide provides quick and hassle-free installation, and anti-sag adjustments ensure that a straight, stable fitting will last. The design of the DB1321 virtually eliminates the possibility of scuffs and scrapes caused by impact on your pocket doors, ensuring long-lasting elegance in your home or office.","DB - Electro zinc plate and black passivate Load rating for this product are based on a 20,000 cycle dynamic test Vertical doors 1065 high x 610mm wide (max) Temperature Range Between -20º & 70º C Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section. Used in industrial & furniture",,,"{'length_mm': [32.0, 610.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Kit,,18.0,2025-11-17 09:32:36.080029,2025-11-17T09:40:42.470026
DB1321-0040-2,DB1321-0040-2,Pocket Door Slide for Full Overlay 400mm DB1321-0040-2,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080059,2025-11-17T09:40:42.470026
DB1321-0045-2,DB1321-0045-2,Pocket Door Slide for Full Overlay 450mm DB1321-0045-2,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080087,2025-11-17T09:40:42.470026
DB1321-0050-2,DB1321-0050-2,Pocket Door Slide for Full Overlay 500mm DB1321-0050-2,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080115,2025-11-17T09:40:42.470026
DB1321-0055-2,DB1321-0055-2,Pocket Door Slide for Full Overlay 550mm DB1321-0055-2,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080144,2025-11-17T09:40:42.470026
DB1321-0060-2,DB1321-0060-2,Pocket Door Slide for Full Overlay 600mm DB1321-0060-2,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080171,2025-11-17T09:40:42.470026
DB1321-0065-2,DB1321-0065-2,Pocket Door Slide for Full Overlay 650mm DB1321-0065-2,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080199,2025-11-17T09:40:42.470026
DB1321-0070-2,DB1321-0070-2,Pocket Door Slide for Full Overlay 700mm DB1321-0070-2,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080226,2025-11-17T09:40:42.470026
DB1432,DB1432,Pocket Door Sliding System for Tall Doors DB1432,"The DB1432 Pocket Door Sliding System for Tall Doors The DB1432 is a maintenance-free sliding door system, which has been designed specifically for tall and heavy pocket doors, providing smooth and silent movement for wardrobes, media centers, concealed storage and other similar applications. Using Accuride's advanced cable system, the DB1432 eliminates racking during movement therefore ensuring that the door hangs straight, which is a problem often found when operating tall cabinet doors. The DB1432 can be used to mount pocket doors in vertical orientation only and includes a hold-out detent to ensure stability and prevent unwanted movement between uses. The door should be a maximum of 2300mm tall, with a wood thickness of between 19-32mm and width of between 255-660m. This product requires additional components based on the height and thickness of your doors: Hinge carrier strip kits are available here . The height of your door will dictate the number of carrier strips needed. Hinge kits - The height of your door will dictate the number of hinges needed. Inset doors 19-20.6mm thick, with 35mm hinge dimension - order hinge kit 81020690-A Inset doors 20.6-31.8mm thick, with 40mm hinge dimension - order hinge kit 81020890-A Partial overlay doors maximum door thickness 19mm, with 40mm hinge dimension - order hinge kit 81020790-A",DB - Electro zinc plate and black passivate Wood thickness should be 19-32mm Vertical mounted only Temperature Range Between -20º & 70º C Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section. Used in industrial & furniture,,,"{'length_mm': [2300.0, 32.0, 20.6, 35.0, 35.0, 31.8, 40.0, 40.0, 19.0, 40.0, 40.0, 32.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Kit,,18.0,2025-11-17 09:32:36.080429,2025-11-17T09:40:42.470026
DB1432-0030-2,DB1432-0030-2,Pocket Door Sliding System for Tall Doors 300mm DB1432-0030-2,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,0.92,False,,,18.0,2025-11-17 09:32:36.080454,2025-11-17T09:40:42.470026
DB1432-0035-2,DB1432-0035-2,Pocket Door Sliding System for Tall Doors 350mm DB1432-0035-2,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,1.0,False,,,18.0,2025-11-17 09:32:36.080477,2025-11-17T09:40:42.470026
DB1432-0040-2,DB1432-0040-2,Pocket Door Sliding System for Tall Doors 400mm DB1432-0040-2,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,1.06,False,,,18.0,2025-11-17 09:32:36.080500,2025-11-17T09:40:42.470026
DB1432-0045-2,DB1432-0045-2,Pocket Door Sliding System for Tall Doors 450mm DB1432-0045-2,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,1.14,False,,,18.0,2025-11-17 09:32:36.080523,2025-11-17T09:40:42.470026
DB1432-0050-2,DB1432-0050-2,Pocket Door Sliding System for Tall Doors 500mm DB1432-0050-2,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,1.2,False,,,18.0,2025-11-17 09:32:36.080546,2025-11-17T09:40:42.470026
DB1432-0055-2,DB1432-0055-2,Pocket Door Sliding System for Tall Doors 550mm DB1432-0055-2,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,1.28,False,,,18.0,2025-11-17 09:32:36.080570,2025-11-17T09:40:42.470026
DB1432-0060-2,DB1432-0060-2,Pocket Door Sliding System for Tall Doors 600mm DB1432-0060-2,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,1.33,False,,,18.0,2025-11-17 09:32:36.080592,2025-11-17T09:40:42.470026
DB1432-0065-2,DB1432-0065-2,Pocket Door Sliding System for Tall Doors 650mm DB1432-0065-2,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,1.41,False,,,18.0,2025-11-17 09:32:36.080615,2025-11-17T09:40:42.470026
DB1432-0070-2,DB1432-0070-2,Pocket Door Sliding System for Tall Doors 700mm DB1432-0070-2,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,1.43,False,,,18.0,2025-11-17 09:32:36.080637,2025-11-17T09:40:42.470026
DB1432-0030-2,DB1432-0030-2,Pocket Door Sliding System for Tall Doors 300mm DB1432-0030-2,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080664,2025-11-17T09:40:42.470026
DB1432-0035-2,DB1432-0035-2,Pocket Door Sliding System for Tall Doors 350mm DB1432-0035-2,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080691,2025-11-17T09:40:42.470026
DB1432-0040-2,DB1432-0040-2,Pocket Door Sliding System for Tall Doors 400mm DB1432-0040-2,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080720,2025-11-17T09:40:42.470026
DB1432-0045-2,DB1432-0045-2,Pocket Door Sliding System for Tall Doors 450mm DB1432-0045-2,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080747,2025-11-17T09:40:42.470026
DB1432-0050-2,DB1432-0050-2,Pocket Door Sliding System for Tall Doors 500mm DB1432-0050-2,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080774,2025-11-17T09:40:42.470026
DB1432-0055-2,DB1432-0055-2,Pocket Door Sliding System for Tall Doors 550mm DB1432-0055-2,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080801,2025-11-17T09:40:42.470026
DB1432-0060-2,DB1432-0060-2,Pocket Door Sliding System for Tall Doors 600mm DB1432-0060-2,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080828,2025-11-17T09:40:42.470026
DB1432-0065-2,DB1432-0065-2,Pocket Door Sliding System for Tall Doors 650mm DB1432-0065-2,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080855,2025-11-17T09:40:42.470026
DB1432-0070-2,DB1432-0070-2,Pocket Door Sliding System for Tall Doors 700mm DB1432-0070-2,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,,False,False,,18.0,2025-11-17 09:32:36.080882,2025-11-17T09:40:42.470026
DB2132,DB2132,Part Extension Drawer Runner Black DB2132,"Part extension drawer runner black DB2132 that has a load rating up to 35-50kg, light duty with 75% extension, low profile with hold-out and slide thickness of 12.7mm or 14mm with mounting bracket. Use for Furniture",Low profile Light Duty Slide Use for Furniture Cabinet Hardware Temperature Range Between -20º & 70º C DB - Electro zinc plate and black passivate Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section. With hold-out,,,"{'length_mm': [12.7, 14.0], 'thickness_mm': [], 'extension_percent': []}","{'min': 35.0, 'max': 50.0, 'unit': 'kg'}",,False,Pair,,61.0,2025-11-17 09:32:36.080937,2025-11-17T09:40:42.470026
DB2132-0025,DB2132-0025,Part Extension Drawer Runner Black 250mm DB2132-0025,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,0.45,False,,,,2025-11-17 09:32:36.080961,2025-11-17T09:40:42.470026
DB2132-0030,DB2132-0030,Part Extension Drawer Runner Black 300mm DB2132-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,0.52,False,,,,2025-11-17 09:32:36.080984,2025-11-17T09:40:42.470026
DB2132-0035,DB2132-0035,Part Extension Drawer Runner Black 350mm DB2132-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,0.63,False,,,,2025-11-17 09:32:36.081008,2025-11-17T09:40:42.470026
DB2132-0040,DB2132-0040,Part Extension Drawer Runner Black 400mm DB2132-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,0.71,False,,,,2025-11-17 09:32:36.081029,2025-11-17T09:40:42.470026
DB2132-0045,DB2132-0045,Part Extension Drawer Runner Black 450mm DB2132-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,0.78,False,,,,2025-11-17 09:32:36.081051,2025-11-17T09:40:42.470026
DB2132-0050,DB2132-0050,Part Extension Drawer Runner Black 500mm DB2132-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,0.87,False,,,,2025-11-17 09:32:36.081072,2025-11-17T09:40:42.470026
DB2132-0055,DB2132-0055,Part Extension Drawer Runner Black 550mm DB2132-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,0.98,False,,,,2025-11-17 09:32:36.081095,2025-11-17T09:40:42.470026
DB2132-0060,DB2132-0060,Part Extension Drawer Runner Black 600mm DB2132-0060,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,1.06,False,,,,2025-11-17 09:32:36.081116,2025-11-17T09:40:42.470026
DB2132-0065,DB2132-0065,Part Extension Drawer Runner Black 650mm DB2132-0065,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,1.17,False,,,,2025-11-17 09:32:36.081139,2025-11-17T09:40:42.470026
DB2132-0070,DB2132-0070,Part Extension Drawer Runner Black 700mm DB2132-0070,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,1.26,False,,,,2025-11-17 09:32:36.081161,2025-11-17T09:40:42.470026
DB2132-0025,DB2132-0025,Part Extension Drawer Runner Black 250mm DB2132-0025,,,,17385.0,"{'length_mm': [250.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081187,2025-11-17T09:40:42.470026
DB2132-0030,DB2132-0030,Part Extension Drawer Runner Black 300mm DB2132-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081212,2025-11-17T09:40:42.470026
DB2132-0035,DB2132-0035,Part Extension Drawer Runner Black 350mm DB2132-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081238,2025-11-17T09:40:42.470026
DB2132-0040,DB2132-0040,Part Extension Drawer Runner Black 400mm DB2132-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081264,2025-11-17T09:40:42.470026
DB2132-0045,DB2132-0045,Part Extension Drawer Runner Black 450mm DB2132-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081290,2025-11-17T09:40:42.470026
DB2132-0050,DB2132-0050,Part Extension Drawer Runner Black 500mm DB2132-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081316,2025-11-17T09:40:42.470026
DB2132-0055,DB2132-0055,Part Extension Drawer Runner Black 550mm DB2132-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081341,2025-11-17T09:40:42.470026
DB2132-0060,DB2132-0060,Part Extension Drawer Runner Black 600mm DB2132-0060,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081366,2025-11-17T09:40:42.470026
DB2132-0065,DB2132-0065,Part Extension Drawer Runner Black 650mm DB2132-0065,,,,17412.0,"{'length_mm': [650.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081390,2025-11-17T09:40:42.470026
DB2132-0070,DB2132-0070,Part Extension Drawer Runner Black 700mm DB2132-0070,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081416,2025-11-17T09:40:42.470026
DB3630,DB3630,Two-Way Travel Full Extension Drawer Slide Black DB3630,"The DB3630 slide has been specially designed with two-way full 100% extension from a central position in order to offer high performance where you need it most: from kitchen islands and entertainment bars to pharmacy dispensaries, hospital supply carts and banks. In order to optimise this slide for use in mobile applications, Accuride has installed a hold-in feature in the slide when the components are in the central position. This prohibits the slide from moving unless activated and keeps the contents stabilised.","Two-way travel provides access from both sides of installation The hold-in feature allows the drawer or application to remain closed until a force is applied. Ideal for vehicular usage and medical carts, among other applications Temperature Range Between -20º & 70º C DB - Electro zinc plate and black passivate Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section Light Duty Slide",,,,,,False,Pair,,18.0,2025-11-17 09:32:36.081515,2025-11-17T09:40:42.470026
DB3630-0030,DB3630-0030,Two-Way Travel Full Extension Drawer Slide Black 300mm DB3630-0030,,,,17388.0,"{'length_mm': [300.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081545,2025-11-17T09:40:42.470026
DB3630-0035,DB3630-0035,Two-Way Travel Full Extension Drawer Slide Black 350mm DB3630-0035,,,,17391.0,"{'length_mm': [350.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081574,2025-11-17T09:40:42.470026
DB3630-0040,DB3630-0040,Two-Way Travel Full Extension Drawer Slide Black 400mm DB3630-0040,,,,17394.0,"{'length_mm': [400.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081602,2025-11-17T09:40:42.470026
DB3630-0045,DB3630-0045,Two-Way Travel Full Extension Drawer Slide Black 450mm DB3630-0045,,,,17397.0,"{'length_mm': [450.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081629,2025-11-17T09:40:42.470026
DB3630-0050,DB3630-0050,Two-Way Travel Full Extension Drawer Slide Black 500mm DB3630-0050,,,,17403.0,"{'length_mm': [500.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081656,2025-11-17T09:40:42.470026
DB3630-0055,DB3630-0055,Two-Way Travel Full Extension Drawer Slide Black 550mm DB3630-0055,,,,17406.0,"{'length_mm': [550.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081683,2025-11-17T09:40:42.470026
DB3630-0060,DB3630-0060,Two-Way Travel Full Extension Drawer Slide Black 600mm DB3630-0060,,,,17409.0,"{'length_mm': [600.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081710,2025-11-17T09:40:42.470026
DB3630-0070,DB3630-0070,Two-Way Travel Full Extension Drawer Slide Black 700mm DB3630-0070,,,,17415.0,"{'length_mm': [700.0], 'thickness_mm': [], 'extension_percent': []}",,,False,Pair,,,2025-11-17 09:32:36.081736,2025-11-17T09:40:42.470026
DB3832,DB3832,Light Duty Full Extension Cabinet Drawer Slide Black DB3832,"This light duty cabinet drawer slide is a staple from our Accuride Original line and is complete with greater strength and movement, full-extension and a lever disconnect feature. A classic drawer slide, the DB3832 model fits a wide range of applications and drawer sizes, including pull-out shelves, kitchen utensil drawers and point-of-sales trays, to name just a few. The hold-in detent on the DB3832 prevents roll-out and bounce back and the silent operation puts this model at the forefront of high-performance movement solutions. Our patented Cam Drawer Adjust allows for precise vertical adjustment and a new face frame hole provides easy access to mounting. An optional clip-on bracket is available for bottom and platform mounting of this slide.",Front Disconnect With cam Adjust Used in furniture cabinet hardware Temperature Range Between -20º & 70º C DB - Electro zinc plate and black passivate Life time guarantee: it's Quick Ship ™ slides against defects in material and workmanship. Please Read more under Help and policy section. Light Duty Slide,,,,,,False,Pair,,61.0,2025-11-17 09:32:36.081845,2025-11-17T09:40:42.470026
